stim_angle,stim_laterality,stim_view,stim_timing,stim_file,stim_correct_key
270,left,dorsal,1.28,stimuli/left_dorsal.png,s
0,left,dorsal,1.46,stimuli/left_dorsal.png,s
270,left,palmar,0.040000000000000036,stimuli/left_palmar.png,s
0,right,palmar,0.5,stimuli/right_palmar.png,l
270,right,palmar,1.6400000000000001,stimuli/right_palmar.png,l
0,right,palmar,1.8599999999999999,stimuli/right_palmar.png,l
180,left,dorsal,1.84,stimuli/left_dorsal.png,s
180,left,palmar,0.30000000000000004,stimuli/left_palmar.png,s
270,right,palmar,1.4,stimuli/right_palmar.png,l
180,left,palmar,0.5,stimuli/left_palmar.png,s
0,left,dorsal,0.32000000000000006,stimuli/left_dorsal.png,s
90,left,palmar,1.68,stimuli/left_palmar.png,s
90,right,palmar,0.76,stimuli/right_palmar.png,l
180,right,dorsal,0.6599999999999999,stimuli/right_dorsal.png,l
90,left,dorsal,0.26,stimuli/left_dorsal.png,s
90,left,dorsal,1.66,stimuli/left_dorsal.png,s
0,right,palmar,0.1200000000000001,stimuli/right_palmar.png,l
0,right,dorsal,0.76,stimuli/right_dorsal.png,l
180,right,dorsal,1,stimuli/right_dorsal.png,l
90,left,dorsal,1.38,stimuli/left_dorsal.png,s
0,left,palmar,1.4,stimuli/left_palmar.png,s
90,right,palmar,1.22,stimuli/right_palmar.png,l
90,right,palmar,0.56,stimuli/right_palmar.png,l
90,left,palmar,0.52,stimuli/left_palmar.png,s
270,left,dorsal,0.45999999999999996,stimuli/left_dorsal.png,s
0,left,dorsal,1.66,stimuli/left_dorsal.png,s
270,right,palmar,1.26,stimuli/right_palmar.png,l
0,left,dorsal,0.10000000000000009,stimuli/left_dorsal.png,s
270,left,palmar,0.9199999999999999,stimuli/left_palmar.png,s
270,right,dorsal,0.41999999999999993,stimuli/right_dorsal.png,l
180,left,palmar,0.8799999999999999,stimuli/left_palmar.png,s
90,right,palmar,1.6400000000000001,stimuli/right_palmar.png,l
180,left,dorsal,1,stimuli/left_dorsal.png,s
180,left,dorsal,1.68,stimuli/left_dorsal.png,s
270,left,dorsal,0.8400000000000001,stimuli/left_dorsal.png,s
270,right,dorsal,1.6,stimuli/right_dorsal.png,l
270,left,palmar,1.22,stimuli/left_palmar.png,s
180,left,palmar,1.08,stimuli/left_palmar.png,s
180,right,dorsal,0.98,stimuli/right_dorsal.png,l
270,left,palmar,1.84,stimuli/left_palmar.png,s
270,right,palmar,0.30000000000000004,stimuli/right_palmar.png,l
90,right,dorsal,0.06000000000000005,stimuli/right_dorsal.png,l
270,right,palmar,0.8200000000000001,stimuli/right_palmar.png,l
180,right,palmar,0.48,stimuli/right_palmar.png,l
0,left,dorsal,1.08,stimuli/left_dorsal.png,s
0,right,dorsal,1.1800000000000002,stimuli/right_dorsal.png,l
180,left,dorsal,0.56,stimuli/left_dorsal.png,s
90,right,palmar,0.17999999999999994,stimuli/right_palmar.png,l
270,left,dorsal,0.74,stimuli/left_dorsal.png,s
180,right,palmar,0.040000000000000036,stimuli/right_palmar.png,l
270,left,palmar,1.4,stimuli/left_palmar.png,s
0,right,palmar,1.3599999999999999,stimuli/right_palmar.png,l
180,left,dorsal,0.17999999999999994,stimuli/left_dorsal.png,s
270,left,dorsal,0.21999999999999997,stimuli/left_dorsal.png,s
180,left,palmar,1.3,stimuli/left_palmar.png,s
0,left,palmar,1.1400000000000001,stimuli/left_palmar.png,s
0,right,dorsal,0.26,stimuli/right_dorsal.png,l
270,left,dorsal,1.8,stimuli/left_dorsal.png,s
90,left,dorsal,1.06,stimuli/left_dorsal.png,s
0,right,palmar,1.62,stimuli/right_palmar.png,l
90,left,palmar,0.96,stimuli/left_palmar.png,s
